Timestamp,"Type of Mobile Plan
Jenis Pelan Mudah Alih","Are you satisfied with your current type of mobile plan? (Postpaid/Prepaid)
Adakah anda berpuas hati dengan jenis pelan mudah alih anda? (Pascabayar/Prabayar)","Age
Umur
e.g: 22","Gender
Jantina","Occupation
Pekerjaan","Income (RM)
Pendapatan (RM)
e.g: 5000","Education Level
Tahap Pendidikan","Marital Status
Status Perkahwinan","Number of dependents (person)
Bilangan tanggungan (orang)
e.g: 5","Location
Tempat tinggal","Average Monthly Data Usage (GB)
Purata Penggunaan Data Bulanan (GB)
e.g: 20","Do you often play games (e.g. Mobile Legends, Genshin Impact) ?
Adakah anda sering bermain permainan (e.g. Mobile Legends) ?","Do you often stream? (e.g. Youtube, Netflix)
Adakah anda sering melayari penstriman?  (e.g. Youtube, Netflix)","Do you often use social media? (e.g. TikTok, Instagram)
Adakah anda sering menggunakan media sosial?  (e.g. TikTok, Instagram)","Average Daily Time Spent On Mobile Device (Hours)
Purata Masa Harian Menggunakan Telefon Bimbit (Jam)
e.g: 2","Hotspot Usage
Penggunaan Hotspot","Current Mobile Service Provider
Penyedia Perkhidmatan Mudah Alih","Number of years with current telco
Jumlah tahun dengan telco sekarang
e.g: 3","Monthly expenses on mobile plan (RM)
Perbelanjaan bulanan untuk pelan mudah alih (RM)
e.g: 50","Number of SIM cards owned
Bilangan kad SIM yang dimiliki
e.g: 2","Number of device owned (Laptops, phones, tablets)
Jumlah peranti yang dimiliki (Komputer riba, telefon bimbit, tablet)
e.g: 3","Number of lines in household
Jumlah talian mudah alih dalam isi rumah
e.g: 4","Do you have a smartphone under contract?
Adakah anda mempunyai telefon pintar di bawah kontrak?","Do you have Wi-Fi at home?
Adakah anda mempunyai Wi-Fi di rumah?",Column 25
5/22/2025 9:29:34,Postpaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,1000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Sub-urban / Pinggir bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,3,Often / Selalu,Maxis,4,109,2,3,2,No / Tidak,No / Tidak,
5/22/2025 11:18:23,Prepaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,1E+13,No / Tidak,No / Tidak,No / Tidak,20,Often / Selalu,Maxis,3,40,2,2,7,No / Tidak,Yes / Ya,
5/22/2025 13:19:19,Prepaid,Yes / Ya,22,Male / Lelaki,Employed / Bekerja,2100,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,2,Urban / Bandar,50,Yes / Ya,No / Tidak,No / Tidak,6,Rarely / Jarang,Maxis,8,35,1,4,2,No / Tidak,Yes / Ya,
5/22/2025 13:21:59,Prepaid,Yes / Ya,19,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,U Mobile,5,35,1,3,4,Yes / Ya,Yes / Ya,
5/22/2025 15:53:49,Prepaid,Yes / Ya,48,Female / Perempuan,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,5,Often / Selalu,U Mobile,6,30,1,2,1,No / Tidak,Yes / Ya,
5/22/2025 19:43:47,Prepaid,Yes / Ya,18,Female / Perempuan,Unemployed / Tidak bekerja,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Urban / Bandar,25,No / Tidak,Yes / Ya,Yes / Ya,10,Rarely / Jarang,CelcomDigi,1,50,1,2,6,No / Tidak,Yes / Ya,
5/22/2025 19:50:07,Postpaid,Yes / Ya,50,Female / Perempuan,Retired / Telah bersara,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,20,No / Tidak,No / Tidak,Yes / Ya,2,Rarely / Jarang,CelcomDigi,20,50,1,2,2,Yes / Ya,Yes / Ya,
5/22/2025 20:05:33,Postpaid,Yes / Ya,25,Male / Lelaki,Employed / Bekerja,1,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,3,Sub-urban / Pinggir bandar,40,No / Tidak,No / Tidak,No / Tidak,2,Often / Selalu,U Mobile,6,50,2,3,7,No / Tidak,No / Tidak,
5/22/2025 21:47:21,Postpaid,Yes / Ya,51,Female / Perempuan,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,10,Rural / Luar bandar,50,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,redONE,6,150,5,5,11,Yes / Ya,Yes / Ya,
5/22/2025 23:08:10,Prepaid,Yes / Ya,21,Male / Lelaki,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Urban / Bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,3,Often / Selalu,U Mobile,7,30,2,4,3,No / Tidak,Yes / Ya,
5/23/2025 0:34:10,Prepaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,400,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Rural / Luar bandar,20,No / Tidak,Yes / Ya,Yes / Ya,6,Rarely / Jarang,U Mobile,4,30,1,2,6,No / Tidak,Yes / Ya,
5/23/2025 2:55:37,Prepaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Sub-urban / Pinggir bandar,10,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,U Mobile,5,35,1,2,7,Yes / Ya,Yes / Ya,
5/23/2025 6:33:51,Postpaid,Yes / Ya,58,Female / Perempuan,Retired / Telah bersara,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Sub-urban / Pinggir bandar,100,No / Tidak,Yes / Ya,Yes / Ya,12,Rarely / Jarang,Maxis,25,139,1,1,5,No / Tidak,Yes / Ya,
5/23/2025 17:02:46,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/23/2025 17:53:52,Postpaid,Yes / Ya,59,Male / Lelaki,Retired / Telah bersara,8000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,6,Rural / Luar bandar,10,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,Unifi Mobile,5,103,2,2,6,No / Tidak,Yes / Ya,
5/23/2025 19:21:31,Postpaid,Yes / Ya,23,Female / Perempuan,Unemployed / Tidak bekerja,4322,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,7,Rural / Luar bandar,67,Yes / Ya,Yes / Ya,Yes / Ya,3,Often / Selalu,Maxis,45,23,1,6,3,No / Tidak,No / Tidak,
5/23/2025 19:22:26,Postpaid,Yes / Ya,43,Male / Lelaki,Unemployed / Tidak bekerja,67778,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Sub-urban / Pinggir bandar,98,Yes / Ya,Yes / Ya,No / Tidak,6,Rarely / Jarang,CelcomDigi,4,75,3,6,3,No / Tidak,No / Tidak,
5/23/2025 22:47:38,Prepaid,Yes / Ya,18,Male / Lelaki,Student / Pelajar,250,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Sub-urban / Pinggir bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,4,Rarely / Jarang,CelcomDigi,3,45,1,3,1,No / Tidak,Yes / Ya,
5/23/2025 22:47:50,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/23/2025 22:49:37,Postpaid,Yes / Ya,25,Female / Perempuan,Employed / Bekerja,3500,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,60,Yes / Ya,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,Maxis,6,90,1,5,2,Yes / Ya,Yes / Ya,
5/23/2025 22:49:49,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/23/2025 22:52:18,Prepaid,Yes / Ya,22,Female / Perempuan,Unemployed / Tidak bekerja,2400,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,5,50,1,2,2,Yes / Ya,Yes / Ya,
5/23/2025 22:54:02,Prepaid,Yes / Ya,22,Male / Lelaki,Student / Pelajar,700,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Sub-urban / Pinggir bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,5,Rarely / Jarang,U Mobile,3,30,1,2,1,No / Tidak,No / Tidak,
5/24/2025 0:17:56,Postpaid,Yes / Ya,29,Female / Perempuan,Employed / Bekerja,3500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Rural / Luar bandar,50,No / Tidak,No / Tidak,Yes / Ya,2,Often / Selalu,Maxis,10,109,2,4,2,Yes / Ya,No / Tidak,
5/24/2025 13:31:21,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/24/2025 13:31:46,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/24/2025 15:20:15,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Urban / Bandar,60,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Unifi Mobile,10,65,2,4,4,Yes / Ya,Yes / Ya,
5/26/2025 1:35:30,Postpaid,Yes / Ya,47,Female / Perempuan,Employed / Bekerja,4000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,10,275,3,2,6,No / Tidak,Yes / Ya,
5/26/2025 11:32:42,Postpaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Rural / Luar bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,8,Sometimes / Kadang Kala,CelcomDigi,6,98,1,4,4,Yes / Ya,Yes / Ya,
5/28/2025 1:36:51,Postpaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,40,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,3,65,2,4,4,No / Tidak,Yes / Ya,
5/28/2025 17:32:35,Postpaid,Yes / Ya,59,Male / Lelaki,Employed / Bekerja,20000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,5,Urban / Bandar,100,No / Tidak,Yes / Ya,No / Tidak,5,Often / Selalu,Maxis,20,300,3,4,4,No / Tidak,Yes / Ya,
5/28/2025 17:53:17,Prepaid,Yes / Ya,59,Male / Lelaki,Retired / Telah bersara,5000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,4,Urban / Bandar,58,No / Tidak,No / Tidak,Yes / Ya,8,Sometimes / Kadang Kala,CelcomDigi,10,58,1,2,5,No / Tidak,Yes / Ya,
5/29/2025 22:34:42,Prepaid,Yes / Ya,28,Female / Perempuan,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,Tune Talk,5,50,1,3,9,No / Tidak,Yes / Ya,
5/29/2025 23:16:09,Postpaid,Yes / Ya,24,Male / Lelaki,Employed / Bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,5,Urban / Bandar,60,Yes / Ya,Yes / Ya,Yes / Ya,2,Often / Selalu,CelcomDigi,6,100,1,4,6,No / Tidak,Yes / Ya,
5/29/2025 23:21:23,Postpaid,Yes / Ya,32,Female / Perempuan,Employed / Bekerja,0,Master's Degree / Ijazah Sarjana,Single / Bujang,0,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,Maxis,13,85,1,3,1,No / Tidak,Yes / Ya,
5/29/2025 23:45:45,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/3/2025 12:45,Prepaid,Yes / Ya,17,Male / Lelaki,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,No / Tidak,6,Rarely / Jarang,CelcomDigi,2,30,1,2,3,No / Tidak,Yes / Ya,
6/3/2025 16:43,Prepaid,Yes / Ya,21,Male / Lelaki,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Urban / Bandar,40,Yes / Ya,No / Tidak,No / Tidak,7,Sometimes / Kadang Kala,Maxis,7,60,1,4,6,Yes / Ya,Yes / Ya,
6/3/2025 16:45,Prepaid,Yes / Ya,18,Female / Perempuan,Employed / Bekerja,1500,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,6,30,1,2,7,Yes / Ya,Yes / Ya,
6/3/2025 16:46,Prepaid,Yes / Ya,20,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Sub-urban / Pinggir bandar,30,No / Tidak,No / Tidak,No / Tidak,4,Sometimes / Kadang Kala,U Mobile,6,30,1,3,3,No / Tidak,Yes / Ya,
6/3/2025 16:48,Prepaid,Yes / Ya,17,Male / Lelaki,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Sub-urban / Pinggir bandar,30,Yes / Ya,No / Tidak,No / Tidak,5,Rarely / Jarang,U Mobile,3,15,1,2,4,No / Tidak,Yes / Ya,
6/9/2025 14:28,Prepaid,Yes / Ya,18,Female / Perempuan,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,6,Rarely / Jarang,CelcomDigi,4,25,1,2,5,No / Tidak,Yes / Ya,
6/16/2025 14:21:08,Prepaid,Yes / Ya,25,Male / Lelaki,Employed / Bekerja,3100,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,1,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,No / Tidak,6,Sometimes / Kadang Kala,U Mobile,8,40,2,3,1,No / Tidak,Yes / Ya,
6/16/2025 14:22:56,Prepaid,Yes / Ya,17,Female / Perempuan,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single,0,Rural / Luar bandar,15,No / Tidak,No / Tidak,Yes / Ya,8,Rarely / Jarang,Tune Talk,1,20,1,1,5,No / Tidak,Yes / Ya,
6/16/2025 14:23:39,Prepaid,Yes / Ya,22,Male / Lelaki,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,U Mobile,3,40,1,2,5,No / Tidak,Yes / Ya,
6/16/2025 14:24:12,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 14:24:21,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 14:24:41,Prepaid,Yes / Ya,20,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,Yes / Ya,9,Sometimes / Kadang Kala,U Mobile,4,40,2,3,6,Yes / Ya,Yes / Ya,
6/16/2025 14:25:42,Postpaid,Yes / Ya,28,Male / Lelaki,Employed / Bekerja,4500,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,10,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,Maxis,2,20,3,3,2,Yes / Ya,Yes / Ya,
6/16/2025 14:27:00,Prepaid,Yes / Ya,18,Female / Perempuan,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,9,Often / Selalu,CelcomDigi,5,60,1,3,3,Yes / Ya,Yes / Ya,
6/16/2025 14:27:02,Prepaid,Yes / Ya,23,Female / Perempuan,Employed / Bekerja,1500,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,80,No / Tidak,Yes / Ya,Yes / Ya,8,Sometimes / Kadang Kala,U Mobile,2,38,1,5,4,No / Tidak,Yes / Ya,
6/16/2025 14:28:44,Prepaid,Yes / Ya,22,Male / Lelaki,Employed / Bekerja,2700,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,20,Yes / Ya,No / Tidak,No / Tidak,5,Rarely / Jarang,CelcomDigi,8,30,1,4,7,No / Tidak,Yes / Ya,
6/16/2025 14:31:15,Prepaid,Yes / Ya,21,Male / Lelaki,Employed / Bekerja,2200,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,20,Yes / Ya,Yes / Ya,No / Tidak,3,Sometimes / Kadang Kala,CelcomDigi,5,20,1,2,5,No / Tidak,Yes / Ya,
6/16/2025 14:31:30,Prepaid,Yes / Ya,25,Male / Lelaki,Student / Pelajar,1000,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,60,Yes / Ya,Yes / Ya,Yes / Ya,10,Sometimes / Kadang Kala,CelcomDigi,3,50,2,4,2,No / Tidak,Yes / Ya,
6/16/2025 23:13:19,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:17:36,Prepaid,Yes / Ya,22,Male / Lelaki,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Sub-urban / Pinggir bandar,10,No / Tidak,Yes / Ya,Yes / Ya,3,Often / Selalu,CelcomDigi,2,25,1,1,1,No / Tidak,No / Tidak,
6/16/2025 23:18:42,Prepaid,Yes / Ya,26,Female / Perempuan,Unemployed / Tidak bekerja,0,Bachelor's Degree / Ijazah Sarjana Muda,Married,1,Sub-urban / Pinggir bandar,5,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,U Mobile,5,50,1,2,2,No / Tidak,No / Tidak,
6/16/2025 23:18:52,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:20:02,Prepaid,Yes / Ya,30,Male / Lelaki,Employed / Bekerja,3500,Bachelor's Degree / Ijazah Sarjana Muda,Married,3,Urban / Bandar,10,No / Tidak,Yes / Ya,No / Tidak,2,Rarely / Jarang,Maxis,4,60,2,3,4,Yes / Ya,Yes / Ya,
6/16/2025 23:21:33,Prepaid,Yes / Ya,25,Female / Perempuan,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,U Mobile,2,40,2,3,2,No / Tidak,Yes / Ya,
6/16/2025 23:22:06,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:23:16,Prepaid,Yes / Ya,40,Female / Perempuan,Employed / Bekerja,6400,Bachelor's Degree / Ijazah Sarjana Muda,Married,4,Urban / Bandar,10,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,Maxis,6,89,1,2,3,Yes / Ya,Yes / Ya,
6/16/2025 23:23:32,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:23:39,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:23:45,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:24:53,Prepaid,Yes / Ya,32,Male / Lelaki,Employed / Bekerja,5500,Bachelor's Degree / Ijazah Sarjana Muda,Married,2,Sub-urban / Pinggir bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,U Mobile,4,60,2,3,3,No / Tidak,No / Tidak,
6/16/2025 23:26:23,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
6/16/2025 23:29:34,Prepaid,Yes / Ya,20,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,35,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Unifi Mobile,2,40,1,2,4,No / Tidak,Yes / Ya,
6/16/2025 23:30:51,Prepaid,Yes / Ya,24,Male / Lelaki,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,40,Yes / Ya,No / Tidak,Yes / Ya,7,Sometimes / Kadang Kala,redONE,4,55,1,3,1,No / Tidak,No / Tidak,
6/16/2025 23:32:52,Prepaid,Yes / Ya,29,Male / Lelaki,Employed / Bekerja,4560,Bachelor's Degree / Ijazah Sarjana Muda,Married,2,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Maxis,3,60,1,3,2,Yes / Ya,Yes / Ya,
6/22/2025 19:53:49,Prepaid,Yes / Ya,19,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Sub-urban / Pinggir bandar,10,No / Tidak,No / Tidak,Yes / Ya,11,Rarely / Jarang,CelcomDigi,2,10,1,1,6,No / Tidak,Yes / Ya,
6/25/2025 22:11:41,Prepaid,Yes / Ya,26,Male / Lelaki,Employed / Bekerja,2000,Bachelor's Degree / Ijazah Sarjana Muda,Married,0,Sub-urban / Pinggir bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,2,Rarely / Jarang,U Mobile,6,50,3,4,4,No / Tidak,No / Tidak,
6/25/2025 22:13:15,Prepaid,Yes / Ya,45,Male / Lelaki,Unemployed / Tidak bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Single,3,Urban / Bandar,50,Yes / Ya,No / Tidak,Yes / Ya,5,Rarely / Jarang,CelcomDigi,3,50,2,3,4,No / Tidak,No / Tidak,
6/25/2025 22:13:56,Prepaid,Yes / Ya,22,Male / Lelaki,Student / Pelajar,300,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,100,Yes / Ya,Yes / Ya,Yes / Ya,7,Sometimes / Kadang Kala,U Mobile,2,30,1,2,3,No / Tidak,Yes / Ya,
6/25/2025 22:14:38,Prepaid,Yes / Ya,45,Female / Perempuan,Employed / Bekerja,4567,Master's Degree / Ijazah Sarjana,Married,4,Urban / Bandar,30,No / Tidak,No / Tidak,No / Tidak,1,Rarely / Jarang,Maxis,3,3,2,2,3,Yes / Ya,Yes / Ya,
6/25/2025 22:15:54,Prepaid,Yes / Ya,23,Male / Lelaki,Unemployed / Tidak bekerja,4678,Bachelor's Degree / Ijazah Sarjana Muda,Married,4,Sub-urban / Pinggir bandar,40,Yes / Ya,No / Tidak,Yes / Ya,4,Often / Selalu,Tune Talk,4,46,1,2,1,Yes / Ya,No / Tidak,
6/25/2025 22:17:44,Prepaid,Yes / Ya,12,Female / Perempuan,Employed / Bekerja,5000,Master's Degree / Ijazah Sarjana,Single,4,Sub-urban / Pinggir bandar,40,Yes / Ya,No / Tidak,No / Tidak,4,Sometimes / Kadang Kala,Maxis,5,45,1,3,4,No / Tidak,No / Tidak,
6/25/2025 22:23:49,Prepaid,Yes / Ya,37,Male / Lelaki,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married,4,Urban / Bandar,80,No / Tidak,No / Tidak,Yes / Ya,5,Rarely / Jarang,Maxis,10,98,1,3,2,No / Tidak,Yes / Ya,
6/25/2025 22:28:06,Prepaid,Yes / Ya,26,Male / Lelaki,Employed / Bekerja,6000,Master's Degree / Ijazah Sarjana,Single,3,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,U Mobile,3,60,1,3,3,No / Tidak,Yes / Ya,
6/25/2025 22:30:07,Prepaid,Yes / Ya,21,Female / Perempuan,Unemployed / Tidak bekerja,3000,Master's Degree / Ijazah Sarjana,Married,3,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,Maxis,4,50,2,2,4,No / Tidak,Yes / Ya,
6/25/2025 22:32:19,Prepaid,Yes / Ya,30,Female / Perempuan,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married,4,Urban / Bandar,10,No / Tidak,No / Tidak,Yes / Ya,5,Rarely / Jarang,redONE,2,45,1,2,3,Yes / Ya,No / Tidak,
6/25/2025 22:34:04,Prepaid,Yes / Ya,45,Male / Lelaki,Unemployed / Tidak bekerja,10000,PhD / Doktor Falsafah,Married,4,Urban / Bandar,40,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,5,80,1,4,3,No / Tidak,Yes / Ya,
6/25/2025 22:35:57,Prepaid,Yes / Ya,30,Female / Perempuan,Employed / Bekerja,8000,Master's Degree / Ijazah Sarjana,Married,1,Sub-urban / Pinggir bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,3,Rarely / Jarang,Tune Talk,2,20,1,2,3,Yes / Ya,Yes / Ya,
6/25/2025 22:37:45,Prepaid,Yes / Ya,55,Female / Perempuan,Retired / Telah bersara,13000,PhD / Doktor Falsafah,Married,5,Urban / Bandar,35,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,Maxis,4,80,2,2,3,No / Tidak,Yes / Ya,
6/25/2025 22:38:51,Prepaid,Yes / Ya,48,Male / Lelaki,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married,5,Urban / Bandar,50,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,CelcomDigi,15,60,2,4,3,Yes / Ya,Yes / Ya,
6/25/2025 22:39:55,Prepaid,Yes / Ya,20,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,Yes / Ya,5,Often / Selalu,CelcomDigi,2,50,1,3,10,No / Tidak,Yes / Ya,
6/25/2025 22:41:46,Prepaid,Yes / Ya,20,Female / Perempuan,Student / Pelajar,100,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,U Mobile,3,35,1,3,2,No / Tidak,No / Tidak,
